,text,label,text_length
658,@user Indeed 😲\nAlways a #worry for our #homeland #Gibraltar #Spain \n#Tale or #foretelling #future\n#great #short #story,2,121
659,#Sad #sentiment does a bad mind-#management as worry that is had gives #resentment by spoiling the #present #moment and so we deeply #repent,3,140
660,@user #shocking loss of talented young man#prayers#pray for his family,3,70
661,@user @user Rob is #bad,0,23
662,Isis was not defeated in #Mosul. It just changed its address to #Libya.  #Egypt #Sinai,0,86
663,"Rin might ever appeared gloomy but to be a melodramatic person was not her thing.\n\nBut honestly, she missed her old friend. The special one.",3,142
664,"Geraldo At Large is an effortless, intelligent entertainment, and a fabulous, fun-filled start to the hugely lucrative franchise. #PraiseFOX",1,140
665,Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads,3,70
666,#GameOfThones how can you top that next week #heartbreaking,3,59
667,"please, more comments from #tweeters that don't look at charts! #adorable $snap",1,79
668,@user I coloured my hair bright red AND had a dodgy fringe. #dreadful #nophotos #thankgoodness #betterblonde,1,108
669,"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.",3,78
670,Heading to PNC today to get the ball going for my MA! #goingforit #nervous #excited,1,83
671,Why so sensitive?! Did someone put you in your place???? #awe #shutthefuckup,0,76
672,"After all of the Disney animated films are remade in live action, will they just reanimate them again?",2,102
673,@user @user With all the other stuff going on in houston #crime you spend your time bullying the homeless #wonderful,0,116
674,this time i really can't articulate how i feel... i am rendered speechless. #disheartened,3,89
675,When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @user #FriendsForever #laugh #summer,1,99
676,LibertySeeds: realDonaldTrump LizCrokin Great #start for #MAGA ...,1,66
677,@user Just one? 😄  Cress and Thorne from the Lunar Chronicles. Good character arcs + absolutely adorable.,1,105
678,I'm really upset that it's been 5 years and you still haven't followed me back 😩 @user why you do this to me solána?? 😭,3,119
679,"An #angry #person may lose his/her objectivity, empathy, prudence or thoughtfulness and may cause harm to others.",0,113
680,"@user @user The people worth knowing never behave like that, so methinks it's a bit of denial and resentment",0,108
681,"If I see one more Lakshmi EX enrage, I'm kill someone.",0,54
682,Tooth was not lettin me sleep last night #restless,3,50
683,"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",3,104
684,This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers,1,65
685,@user Unbelievable #arrogance to think you know better than #StephenHawking .,0,77
686,@user @user You. Sir are a alarmist unsubstantiated facts. And a idiot,0,70
687,@user @user @user I bet he needed to take an anime break and drink a Zima after all the furious typing.,0,103
688,It's 2017 and there still isn't an app to stop you from drunk texting #rage,0,75
689,"@user what are the current statistics concerning 'backdoor abortions'. If alarming, what preemptive measures are in place?",3,122
690,",, The solar eclipse was really cool.. #inspiring!",1,50
691,@user because one of the main symptoms is restlessness and it could explain why he isn't able to sleep/might not want to,3,120
692,"Me: How much price for this poster of this sexy man? Sales Clerk: That's a mirror, sir.\n #LaughOutLoud",1,103
693,Fools! Little did you know that getting angry and trusting your instincts by walking right into my trap was a mistake!,0,118
694,@user Sometimes our judiciary just leaves you breathless and speechless.,0,72
695,I feel so intimidated talking to chicken now that I know how pretty she is,1,74
696,sardonyx expresses herself through supporting the team with your incredible yo-yo skills and depression okay,3,108
697,"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak",3,101
698,"Have you ever spoke in tongues, don't be afraid.",0,48
699,"'First they #ignore you , then they #laugh at you , then they #fight you , then you #win' #Gandhi",2,97
700,@user what a terrible company not had a working dishwasher now for 7-8 weeks awaiting 5 th engineer. I am disabled and need this !,0,130
701,@user @user We need to get you out of there and relocated to somewhere that isn't afraid of sunshine.,2,101
702,"my dog is a dick. started crying. got on the floor to see wuts up, rite? lil bitch start biting the shit out of me",0,114
703,It is a shameful thing to be weary of inquiry when what we search for is excellent. - Marcus Tulius Cicero #ALDUBersaryin5Days @user,0,132
704,I'm more a world half alive than half dead kind of poet. #poetry #climatechange #despair,3,88
705,@user @user Yes I also wrote to them cause my friend was getting nervous about it. Hope we get what we want &gt;&lt;,2,116
706,"'If you try to get rid of #fear and #anger without knowing their meaning, they will grow stronger and return.' \n― Deepak Chopra",0,128
707,Internet 😠 Waiting 15 minutes for my Snapchat to update and it's only a fraction done.,0,86
708,@user please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  #awful,0,128
709,just watched @user on Love on @user #hilarious,1,46
710,Depression sucks #getHelp,3,25
711,"@user the only enjoyment I have at the moment, that is how sad my life is",3,73
712,It's an #outrage that airports don't have smoking rooms in the departures area.,0,79
713,I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my ?,3,139
714,I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran 😅,1,111
715,Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,0,72
716,"Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! #happy",1,123
717,Ang cute ni grim reaper omg,1,27
718,@user Wow you don't read mine? #offended,0,40
719,@user UGH I can't even contain my excitement!! 😍,1,48
720,@user the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,0,123
721,@user It used to scare me too...  But it's better this way.,2,59
722,@user At least smile a little holy crap Twiggy.,0,47
723,'The prayer of the feeblest saint is a terror to Satan.'\n(Oswald Chambers),2,75
724,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",3,118
725,Remain attached to God during your happiness and during your sadness.,2,69
726,@user Man u r just bitter about Manu making great strides...,0,60
727,#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,1,100
728,Lady singing really loudly with headphones on making everyone giggle @user #train #journey #smile,1,97
729,"@user #PrimeDay , free slurpee day at 7-11's,  national chicken day, i got some multitasking to do and squeeze in my dr. Appt 😧",1,127
730,"@user Ah that's a neat idea, will check that out - might makes me more depressed about my slowness tho 🤣",3,104
731,dark lucha truly is the best,1,28
732,Literally @user is the best thing. I used to spend HOURS reading this shit when I was in college. Still so fucking funny #dying #hilarious,1,138
733,The point of maximum danger is the point of minimum fear.,2,57
734,"@user 🤦🏻‍♀️  We were warned.  And now we basically only have the choice between Trump, Pence, Ryan, et al for POTUS 🤢",3,117
735,"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious",1,136
736,@user Gliese 581d #smile,1,24
737,"Ask yourself this:\nIf the algae appears to be gone, is it really?\nIs it worth the risk?\n #algae #water #toxic #threat #methane #cancer",0,137
738,"Let us not look back in anger or forward in fear, but around in awareness. – James Thurber",2,90
739,Just added a copy of CANDIDE to my local Little Free Library &amp; a guy grabbed it literally 5 seconds later #optimism #BestOfAllPossibleWorlds,2,144
740,omg i'm soooo fucking fuming,0,28
741,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,2,114
742,The hype is real. #SagasOfSundry #dread is amazing. @user,1,57
743,I'm fuming I wanted Hamez,0,25
744,@user The best of make up horror story...,1,41
745,When Jim Sheridan is standing next to you and you don't say A WORD!!! #facepalm #tonguetied,0,91
746,@user leave it kanna. same thing happened after Uri too. outrage and outrage until Sept 30. anyways re.. will be out today too.,0,127
747,@user Hahahahahahahah a want to move out as well 😢,3,50
748,@user tou sad,3,13
749,Chicks I don't even talk to look up to me. #flattered,1,53
750,When you call the sick line hysterically crying. #awkward #anxiety #depression. Prob gonna get fired. 💔lol,3,106
751,@user I'll be cheering you on from the bench,1,44
752,Hello.. I need Some Grumpy Cat Leggings A.s.a.p. Mmmkay😂😍 #adorable #cute #infj,1,79
753,@user Crown? Teaching the kiddies to have a flutter?,1,52
754,@user I haven't read the Constitution and I don't know you're Canadian. #sad,3,76
755,feeling like a grim reaper all day hehehe\n9 days pa 🎩✉️,3,56
756,Chicken n stuffing going in the crockpot for din din. #getinmybelly,1,67
757,Post vacation blues are so real 😔,3,33
758,@user 'I spent so looking want to look like a Kardashian I don't give even give a f**k it's the dad'😂😂😂😂 omfg😂😭😭😂 #hilarious,1,124
759,Feeling full of existential dread? Bash mass surveillance 🌱,0,59
760,Cool and dreary in the orchard this morning. If you're a die hard picker and still want to come out please dress accordingly.,1,125
761,oh how i just love love love glee doing billy joel's numbers!!!!,1,64
762,@user (c) grew with resentment for herself and the world around her.\n\nHer spine tingled as she heard the incessant clicking of a (c),0,134
763,The lecturer tonight had such a muppet frown it was great.,1,58
764,Trying my hardest not to curse people off. I look annoyed for a reason don't tell me to smile bitch!,0,100
765,"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @user",1,132
766,"Is @user on Fourth of July holiday in his mind?\nOr is the heatwave getting to him, ha?\nGOTTA use your mic! 😀\nThanks for the giggle!",1,134
767,Even the devil was once an Angel. #TuesdayThoughts #change #think #devil #Angels #anxiety #WordsOfWisdom,2,104
768,@user @user The left is sooo rabid for something of substance; yet they are forced to feed off innuendo and smearing,0,116
769,Johnny doesn't seem like the suicidal type #suspicion #tcmparty,3,63
770,Daniel killing her ex doeee🍫🍫🍫😛 #insecure,3,41
771,People look the other way rather than to stick to what is right and just. #sadthought #dismayed,3,95
772,"@user i go back at the end of each year and look at the swag they marketed, to include last years training camp guide #depressing",3,129
773,@user is such an #ass. He thinks being #president is his stage to get #attention. He's like a baby throwing a #tantrum,0,118
774,@user Improve on the makeup dear to avoid reduction in viewership...,3,68
775,"@user @user if I catch you making tea with water boiled up to 100 degrees, there will be dire consequences",0,106
776,yas bret you're always making me laugh ily 😘 @user,1,50
777,"@user This isn't about the UK government, sadly: reading what I can of the article, it's coverage of the Irish law review.",3,122
778,@user may I ask a question please #scared,3,41
779,@user I'm sorry for any disappointment Aaron. It could be worth asking to move seats if you aren't happy to sit by the exit ^BM,3,127
780,"As horrid as it will be to see him move on, let's not rewrite history, he's been our best servant under Hughes, none have out shone him",2,135
781,Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,1,104
782,idk why i been so bad at talking to ppl lately 😩 like something is literally holding me back but i can’t pinpoint what it is 😞,3,126
783,"@user It chases them away, girl. Or Matlakala. 😂",1,48
784,"@user Its been 6months i am behind this issue, i will nit allow you guys to bully me around like this",0,101
785,how i drink two 40s and im still somewhat sober ?,1,49
786,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,1,135
787,Just asked someone for help and to low key be my mentor #adulthood #anxiety,3,75
788,I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,0,134
789,So it's a proper test match Day-2 now :) ttv' s team responds to yesterday's attack from #AIADMKMERGER team:) #entertaining to be honest,1,136
790,What makes you feel #joyful?,1,28
791,u can get an oreo shake at burger king,1,38
792,"We face elimination tonight, 6:15 @ Mahoney #RoadToMahoney #optimism",2,68
793,@user Looks beautiful 😘,1,23
794,"We lost: St. Louis, 2011 Week 10, 13-12 @user #satisfied #GoBrowns. :(",3,70
795,I need a beer #irritated,0,24
796,Comparing yourself to others is one of the root causes for feelings of unhappiness and depression.,3,98
797,@user But sadly.. you are too busy with your new drama 😞,3,56
798,@user #shows how #irritated @user #brandkrk is #feeling for his #community #brothers! So #Helpless 🙈🙈🙈 #ShameOnBhakts,0,117
799,The real question is why am I still up!? #cantsleep #restless,3,61
800,@user increasingly I am. Corbyn would screw us with his ideology. Don't expect tories to do it through sheer incompetence. #grim,0,128
801,@user @user Told you ! It's basically another iron man but a cheaper version 😂,1,78
802,#Overheard: 'I don't really like dogs.' I DON'T FEEL SAFE IN THIS PLACE. Clearly a hostile environment!  #bigly #covfefe #TrustNoOne,0,132
803,I'M PISSED!! NOTHING HAPPENED DURING THE ECLIPSE!! NOTHING!!!!  #party,0,70
804,@user This is goin to be as good as rocky vs hogan #terrible #ohnowhatisyoudoingbaby,0,84
805,Don't justify Terrorism as communal hatred. #AmarnathTerrorAttack is sheer Act of cowardice. Let's unite together against terrorism. Luv all,2,140
806,This rain had me dancing in the street #rejoice #rejoice #thetimeofgreatsorrowisover,1,84
807,"@user Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed",0,93
808,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",2,134
809,"When you should be working, but you're shopping amazon prime deals instead... 😦",0,79
810,Chiropractor time  #crackle #pop #chiropractor,1,46
811,its #easy to be #unhappy 😐,3,26
812,i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,2,122
813,i'm nervous,3,11
814,@user Happy man.,1,16
815,@user @user This is what happens when blinded by raging hatred,0,62
816,"Williams Lake on evacuation alert as fires rage near the city of 10,000+. Developments from overnight + forecast - 5am @user",3,124
817,"Vegas, you won.",1,15
818,#congress start charging back the dems #for taxpayers money waisted #pissed off with u,0,86
819,Some days I feel like I'm going to accomplish everything I've ever dreamed.  Today is not one of those days #nomotivation #rainyday #gloomy,3,139
820,"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",1,70
821,@user You bottled it and deleted the picture😩 #scared 🙈🙈,3,56
822,Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,1,117
823,.@AlistairBurtUK states that DfiD is working hard to ensure Palestine isn't funding terrorism #FCOQs,0,100
824,@user @user @user I so love @user means @user very bright people,1,64
825,#note8 #animated said pen. Amazing. Wife loves this one,1,55
826,@user @user @user You need a new tactic post-Trump/Brexit. Hurling that insult around no longer works I'm afraid.,0,113
827,Feeling blind. New specs please? 😰,3,34
828,I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar 🔪🐜🗡,0,88
829,"@user I Feel sick reading this, when does it end? #dread #civil war? #sad",3,73
830,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,1,139
831,@user @user @user probably not and i resent my tax money being spent in this way.,0,81
832,Honestly Michael Clifford is so fucking ugly who let that rabid dog make music,0,78
833,"BUT, I have offended so many people with the idea that conflicts and value judgments are separate that we need to have a talk.",2,126
834,"i had to break it, the world is raging on",0,41
835,"@user It's a bit sad really. You'd think that he/she/it had something better to do, wouldn't you?",3,97
836,I've used almost half of my printing money and it's the first day of the semester. #pissed,0,90
837,Haven't been on a holiday abroad in two years how depressing is that btw☹️,3,74
838,#muggymike #revenge oh dear,0,27
839,Feeling #restless today for some unknown reason,3,47
840,And my mind and my soul. Who made him substitute for my brothers and near me for all the beautiful days and I found you lost and grabbed,1,136
841,"@user you are a joke bank. I despair at your complete lack of common sense. The UK however, gets it. WTF is wrong​ with you ?",0,125
842,idk if i should be angry or happy that a local &amp; trusted online shop i've been following since 2015 is already doing wanna one g/o's KJDSAHK,0,144
843,These guys really out here disrespecting women while their moms still be doing their laundry. 🤣,0,95
844,@user Horrible CNN interview.  U can't talk urself out if a paper bag. U don't even buy the crap that was coming out of ur mouth. 👎,0,131
845,@user @user no it was a selfie of him from seven months  ago look at the top left of the snap people,1,100
846,#Being a #terrible #mother makes me uncomfortable.,3,50
847,"'Suddenly I can do so much, &amp; it feels like my brother was holding my back in a way, &amp; that feels like a horrible thing to say' #InsightSBS",0,147
848,mom asked if i wanted acrylics &amp; i said 'no because you never know when someone gon let me tickle they pussy' she was deeply offended. lbvs,3,143
849,@user Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧,1,131
850,really wanna dye me hair a bright colour but iv spent all this time growing the dye out,2,87
851,@user Oh for four years these  panelists were the lnp cheer squad hypocrites,0,76
852,We cannot let @user #bully any #indiedev into paying them for a 'faster lane'. Most indie devs don't have these funds. But @user does!,0,134
853,"@user Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊",1,85
854,@user Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..,3,125
855,"@user @user You really need better source info and avoid the fake news, it has clouded even the obvious",0,103
856,"I think that Nuclear weapon and Cyber weapon are big threats, but I think that the bigger threat is Scalar weapon ...\n#scalar #threat",0,134
857,"@user Ya, writes horror so everything today in the world looks normal to this dark individual",0,93
858,So what they do is act covertly and it turns out that they are aware of each other and fear punishment for wanting to destroy others.,0,133
859,@user It's kay. They were my main healer/caster in HW...but not for SB (for now) sadly.,3,87
860,I made a joke &amp; my boyfriend laughed but when I looked over he was actually laughing at a video on his phone #sad #&lt;/3 #hurting #brokenheart,3,147
861,"Not only was @user and @user responsible for the unnecessary outrage of this movie, but made the director @user look bad",0,120
862,@user @user Delusional.  Disgraceful.  Democrat.  Enough said.,0,62
863,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",1,75
864,@user Why do you send me a sales email suggesting that I am procrastinating 'asking out Derek from accounts'?  I am male.,0,121
865,hello phy6 i'm stressing over u ayuku na??¿ ☹,3,45
866,What a raucous crowd today @user #GCSArtsPD17! How often does one hear applause and cheers at PD?! #excitement @user @user,1,122
867,Having a 280 day snap streak end is heartbreaking,3,49
868,@user @user #cmbyn does screen  August 4 &amp; 6 at #miff,3,57
869,@user Was DonJr  target of #sting b/c #RobGoldstoneEmail has all conspiracy-crime elements? HRC knew b/c tied Trump2Russia by 6/16?,0,131
870,"yikes got my first job interview next week, haven't had one in years",1,68
871,@user But his mannerisms are hilarious !!,1,41
872,I've seen the innocence leave your eyes. I still mourn this death.,3,66
873,I keep asking myself why I'm constantly drawing Teo w a frown but then I just remember what's going on and I immediately understand,2,131
874,@user @user I used to make the peanut butter energy balls all the time. My famjam loved them! #recipes #yummy,1,109
875,At least @user not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs,0,87
876,Fucк me on KIK guys : hhorny18\n #dick #sex #womensbodies  #snapme #sexting #xxx,0,80
877,#TOKYO\nFear death as much as optimism.,2,39
878,@user Nana's death in the Royle Family 😢,3,40
879,"If I were my own republic, I would declare war on patchouli incense.",0,68
880,#worry leads to tension and pressure #prayer leads to peace,2,59
881,@user I always preferred the quiver,1,35
882,"“When the people fear the government there is tyranny, when the government fears the people there is liberty.”―Thomas Jefferson",2,127
883,@user First it was steaming pussy with garlic now this 😰 ao i give up,3,69
884,the thing about living near campus during the summer is that it's a ghost town but now everyone is back and im #annoyed,0,119
885,@user Happy #blissful birthday,1,30
886,@user #Love lights #up old tasks will soon going and!!! #serious,2,64
887,The Audacity of Rampant Government!  #threaten,0,46
888,I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare,3,96
889,Today's gloomy weather reminded me that winter is coming and then it'll be cold again for 7 months. #pessimist,3,110
890,"@user Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?",0,95
891,Actually gunna miss America a lot 😰,3,35
892,"For every dark night🌑, there's a brighter day🌞.",2,47
893,@user @user I think this might sadly be too late for @user or @user,3,67
894,@user @user Please. Don't insult Goths.,0,39
895,@user #croydonparkhotel will be receiving a big complaint from me tomorrow #worseservice #rudestaff #furious,0,108
896,"my name is sara, im 20 years old and i cant believe boiling an onion is making me cry",3,85
897,"everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but I think it's sad.",3,120
898,I'm so upset 😭,3,14
899,@user I woke up in dread too. #2017,3,35
900,Every time I fart my dog jumps in fear hahahaha yass,1,52
901,@user @user @user they need time to grieve.,3,43
902,@user @user 'I'm dismayed at the UK decision to pull out of the EU and I've urged May to rejoin' - EUropean leaders 😉,0,117
903,"on July 13th,1989 in #Vienna , #Ghassemlou &amp; his fellows was #terror by the agents of the #Iranian regime\n#Iran #Terrorism \n#twitterkurds",0,143
904,I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness.,3,110
905,"@user Maybe don't nom so many raging dicks, Donny!  Jeez, it's like teaching a baby to fly a jet!",0,97
906,"They are burning not Muslims Economy,\nThey are burning the Economy of Sri-Lanka",0,80
907,Red Sox fans are #mad #onhere - it's almost like their All Star relief pitcher and 1st baseman both left with injuries in this game 🤷🏻‍♀️,0,137
908,"They'll pollute workplaces, threaten the existence of others and destroy relations its all they know how to do without CONSEQURNCES",0,131
909,When you're leaving for work and your husband is still sound asleep in bed... 😅 can I just stay home?,3,101
910,I keep it real.. sorry if you get offended 🤷🏽‍♂️,3,48
911,@user Glad it went well 😄,1,25
912,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,1,89
913,@user Maybe this was a test... to see if 100% of readers need interpreters - apparently they do #offended #rude #disgusted,0,122
914,"@user Ha, sadly not: just the undying respect of your peers, I'm afraid...",3,74
915,"Don't start anything prematurely, even when u do learn your lesson early enough, know when it's just ur fears or when u need to back it up",2,138
916,@user @user Where's the picture? 😰,0,34
917,@user Hats off your excellent Tetris like ability to pack 5000 passengers into a 2  carriage train on rush hour. #awkwardorgy #bitter,0,133
918,It's a #blessing to love it's a blessing to have someone to love,1,64
919,they think they're The Shit when they ain't shit gdi im bursting with anger,0,75
920,@user They are my hetero guilty pleasure 😂,1,42
921,Seems like the only time spent sober these past few days was when I was sleeping. And even then I was waking up faded lol,1,121
922,all this anger is making me tored and there's literally no reason to stay up for this shitshow,0,94
923,@user Thank you! My first solo run!  #excited #andnervous,1,57
924,@user @user And using political power to exact #revenge when they don't get what they want. #Kushner,0,100
925,Is it national dont use your blinker day or something? Wtf!,0,59
926,Today if i was a colour it would be red !!! #rage,0,49
927,It's hard to get me mad but when I'm mad I hold a grudge,0,56
928,I get SO annoyed when I'm ONE! move away from beating someone at Pokémon Trading Card Game Online and they concede the game 🙃,0,125
929,"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though Mitchell's burn rate is alarming.",0,126
930,Stay angry.,0,11
931,Cream tea @user #delicious,1,26
932,@user @user Agree with @user or you are of a lower intelligence would be your message there then? #dreadful,0,107
933,"#MTPDaily, @user that look you've been giving the camera, so, umm, #angry? #frightened? #terrified? #IFeelYourPain #NotmyPresident",0,130
934,It's #NationalFrenchFryDay and I'm working at McDonald's. #frightened,0,69
935,@user But smiling 😄☔️,1,21
936,@user Also never got me a replacement taxi so I was forced to get a new one and transport myself! #terrible #twohourwait #nohelp contd,0,134
937,"I can drive you crazy without each other, chase each other but it was supposed to go again.\n I see you, my sadness, Be my",3,122
938,"@user I am so stressed today I have time so if they drop it, it would be so nice. 😢",3,83
939,@user stand up to #sexism - let people #die for lack of funds - but make sure you stand up against #sexism-are they #mad in #Ludlow,0,131
940,I'm so nervous I could puke + my body temp is rising ha ha ha ha ha,1,67
941,"Carlsbad #Rouladen is one #delicious, hearty, home-style dish! Stop by and let us know how you like it! #getdtl #ldnont #chaucers #marienbad",1,140
942,Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @user,1,132
943,Adam Sandler is actually super hilarious &amp; all his movies are funny &amp; heartwarming,1,90
944,"@user happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",1,82
945,@user Here we go can't wait to see how much shit she chats😴,0,59
946,"Hi, are u feeling matter? Try our today's special cloudy blue thumb with ground beef and blueberry, then you will feel irate.",0,125
947,fuckfuckfuck my hands are shaking,0,33
948,All this fake outrage. Y'all need to stop 🤣,0,43
949,I can feel my skull shatter from the dull chatter\nBrain spattered on the wall\nGrey stains won't dissolve\nNow I have to paint it all,3,134
950,Would be ever so grateful if you could record Garden of Forgiveness gentleman @user @user #amazing,1,98
951,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,2,52
952,@user I was wondering earlier how much NPD rage has been slung at Jr. because he's not as cocky as usual. Lol Hopefully a lot.,0,126
953,They've cleared the warehouse floor at work and there's sooo much beautiful smooth concrete 😭,1,93
954,I'm sorry. Im much more interested in the #BachelorInParadise rose ceremony than whatever @user has. #seriously,3,111
955,"In this state of #terror, you are far more susceptible to #addiction. 🤔\n\nAlso more likely to spend your #money in attempt to feel better.",0,139
956,Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #😡,0,128
957,45 admits that decisions are harder when you sit in the Oval Office.  #dumbasastick #terrifying,0,95
958,#unforgiveness lives in the #dark,3,33
959,My boss said to another girl who is leaving 'i hope your new job is shit.' How pathetic. Hence why people are leaving in droves.,0,128
960,I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,1,92
961,Strapless wedding dresses look awful on most people. \nJulianne Hough looked great 👌🏼,1,85
962,Sam all she fuckin said was about you meeting her rents on Friday which WAS GOING TO HAPPEN ANYWAY YOU DICK #cbb #cbbfinal #arsehole,0,132
963,I hung up on my manager last night 😭,3,36
964,@user It's an evening for lying around doing feck all. Looks like an October evening down here #miserable,3,105
965,Having fun today at Mad museum Stratford upon Avon,1,50
966,A little positivity for a dreary Tuesday.  From my little jar of positivity now available in my #Etsy store #selfhelp #HandmadeHour #anxiety,2,140
967,I woke up too moody who gon Die today 😠,0,39
968,@user is a bully.  plain and simple.,0,36
969,#Thoughtoftheday: 'Perpetual optimism is a force multiplier.' - Colin Powell #quote #optimism #positivity,2,105
970,@user @user Tory teachers I know are disillusioned by another 1%. There seem to be more sullen faces in the staff room.,3,119
971,I don't fear the unsettling demons inside of me. I let them conquer the weakest nook of my soul for that is the only provenance of my power.,2,140
972,Usually the things you are most #afraid of are the most #worthwhile. #FACT #TeamFollowBack #rocktheretweet,2,106
973,"we all think about it, some more than others \n\n#death #sad #depressed #suicide",3,80
974,i cant do this all alone 😟,3,26
975,"'I have a problem with authority.'\n\n'Oh, you mean you hate being told what to do?'\n\n'No. Authority figures just terrify me.'\n\n#SocialAnxiety",0,146
976,@user all of this!If the GOP continues to back this mob connected man you will have tremendous regret in 2018 the voters will make sure,0,135
977,"Are you #different?! Don't be #afraid, just keep #calm and be what you are :)",2,77
978,"Jordan is helping Arya hunt a moth, lifting her up to get it on the walls. it's super adorable. #kitten #boyfriend #adorable #hunting",1,133
979,"@user don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",2,69
980,@user I've finished reading it; simply mind-blogging. The writer said 'to be continued' but I haven't found part 2. #depressing,3,127
981,Words may sting. But silence is what breaks the heart.,3,54
982,@user im sorry i voted jeans &lt;/3 u look banging who tf needs food anyway when ur a student existential dread feeds us,1,120
983,@user Id argue that sakura space is the best of the franchise and its not on your list. #dissapointed,3,101
984,I hate getting woken up out my sleep 😡,0,38
985,@user Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected,1,130
986,"I had some weird dreams last night. First about dogs whose heads explode and roaches come out. Second, dark clouds and flying into space.",3,137
987,furious refrigerator makes you blitzed,0,38
988,"What's wrong is always available so is what's right, you decide on what to focus. #success",2,90
989,@user Yeah I'd terminate your contract. I had a similar problem in last place where I was told I should have 'business broadband' 😠,0,131
990,I am a terrible person. I have a viscerally negative reaction to Big Bird's new voice on Sesame Street. #shudder #nope,3,118
991,Love u so much but u always get angry at me😔,3,44
992,Is it okay to think you are going to die alone? #sadness,3,56
993,@user @user @user @user @user @user Since when was being 'fair to Scotland' a concern for the British state?,0,108
994,@user The GOP controls the Senate. Blaming the Dems seems #sad.,3,63
995,"@user Wherry has, but pnp has been not so much sadly",3,52
996,Studio window open- terrible smell of cooking from somewhere,0,60
997,"'...built in #order to #start #afresh. Such #thoughts caused #energy to #flag, and #people concerned...' (The #City CoA)",2,120
998,@user Welcome to #MPSVT! We are delighted to have you! #grateful #MPSVT #relationships,1,86
999,this one lady literally parked next to me and scared the shit out of me 🙃,0,73
